ticker,cik,accession_number,form,filing_date,accepted_at,items,primary_document,archive_dir,index_json_url,classification_status
FE,0001031296,0001031296-18-000065,8-K,2018-10-25,2018-10-25T20:38:11.000Z,2.02,a8-kq3earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1031296/000103129618000065,https://www.sec.gov/Archives/edgar/data/1031296/000103129618000065/index.json,NOT_CLASSIFIED
TDG,0001260221,0001260221-18-000065,8-K,2018-10-26,2018-10-26T12:02:16.000Z,7.01,form8-k102618.htm,https://www.sec.gov/Archives/edgar/data/1260221/000126022118000065,https://www.sec.gov/Archives/edgar/data/1260221/000126022118000065/index.json,NOT_CLASSIFIED
EIX,0000827052,0000827052-18-000152,8-K,2018-10-30,2018-10-30T20:11:33.000Z,"2.02,7.01",eix-sceform8xk3q2018er.htm,https://www.sec.gov/Archives/edgar/data/827052/000082705218000152,https://www.sec.gov/Archives/edgar/data/827052/000082705218000152/index.json,NOT_CLASSIFIED
ALL,0000899051,0000899051-18-000055,8-K,2018-10-31,2018-10-31T20:15:43.000Z,2.02,allcorpearningsrelease8-k9.htm,https://www.sec.gov/Archives/edgar/data/899051/000089905118000055,https://www.sec.gov/Archives/edgar/data/899051/000089905118000055/index.json,NOT_CLASSIFIED
DTE,0000936340,0000936340-18-000236,8-K,2018-10-31,2018-10-31T20:15:59.000Z,2.02,a8-kearningsrelease3rdqtr2.htm,https://www.sec.gov/Archives/edgar/data/936340/000093634018000236,https://www.sec.gov/Archives/edgar/data/936340/000093634018000236/index.json,NOT_CLASSIFIED
CINF,0000020286,0000020286-18-000076,8-K,2018-11-05,2018-11-05T21:07:15.000Z,7.01,a3q18investorhandout8-k11x.htm,https://www.sec.gov/Archives/edgar/data/20286/000002028618000076,https://www.sec.gov/Archives/edgar/data/20286/000002028618000076/index.json,NOT_CLASSIFIED
LUV,0000092380,0000092380-18-000132,8-K,2018-11-07,2018-11-07T13:53:50.000Z,7.01,traffic8k102018cover.htm,https://www.sec.gov/Archives/edgar/data/92380/000009238018000132,https://www.sec.gov/Archives/edgar/data/92380/000009238018000132/index.json,NOT_CLASSIFIED
RF,0001281761,0001281761-18-000118,8-K,2018-11-07,2018-11-07T21:43:17.000Z,7.01,rf2018-11x07ir.htm,https://www.sec.gov/Archives/edgar/data/1281761/000128176118000118,https://www.sec.gov/Archives/edgar/data/1281761/000128176118000118/index.json,NOT_CLASSIFIED
RF,0001281761,0001281761-18-000119,8-K,2018-11-07,2018-11-07T21:48:13.000Z,7.01,rf2018-11x07baab.htm,https://www.sec.gov/Archives/edgar/data/1281761/000128176118000119,https://www.sec.gov/Archives/edgar/data/1281761/000128176118000119/index.json,NOT_CLASSIFIED
PNC,0000713676,0000713676-18-000084,8-K,2018-11-08,2018-11-08T16:50:43.000Z,2.02,a8-kbaabconference11818.htm,https://www.sec.gov/Archives/edgar/data/713676/000071367618000084,https://www.sec.gov/Archives/edgar/data/713676/000071367618000084/index.json,NOT_CLASSIFIED
PPL,0000922224,0000922224-18-000082,8-K,2018-11-09,2018-11-09T21:04:26.000Z,7.01,ppl1109188k.htm,https://www.sec.gov/Archives/edgar/data/922224/000092222418000082,https://www.sec.gov/Archives/edgar/data/922224/000092222418000082/index.json,NOT_CLASSIFIED
DTE,0000936340,0000936340-18-000238,8-K,2018-11-09,2018-11-09T21:19:35.000Z,7.01,a8-keeiconferencenov2018.htm,https://www.sec.gov/Archives/edgar/data/936340/000093634018000238,https://www.sec.gov/Archives/edgar/data/936340/000093634018000238/index.json,NOT_CLASSIFIED
IVZ,0000914208,0000914208-18-000415,8-K,2018-11-13,2018-11-13T13:44:21.000Z,7.01,a8k1018coverpageaumrelease.htm,https://www.sec.gov/Archives/edgar/data/914208/000091420818000415,https://www.sec.gov/Archives/edgar/data/914208/000091420818000415/index.json,NOT_CLASSIFIED
F,0000037996,0000037996-18-000086,8-K,2018-11-14,2018-11-14T13:00:53.000Z,7.01,barclaysconference8-kdated.htm,https://www.sec.gov/Archives/edgar/data/37996/000003799618000086,https://www.sec.gov/Archives/edgar/data/37996/000003799618000086/index.json,NOT_CLASSIFIED
