universe_role,event_kind,horizon_sessions,era_id,market_herd_stage,sector_herd_stage,episodes,tickers,signal_weeks,median_total_return,positive_return_fraction,median_maximum_favorable_excursion,median_maximum_adverse_excursion
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2019_2021,SCATTER,CALM,8,8,4,0.0425726906691492,0.875,0.08429535416705619,-0.039449654445108395
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2019_2021,SCATTER,DRIFT,3,3,2,0.0666266510525861,1.0,0.0695161067209899,-0.0066528367611072
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2019_2021,SCATTER,SCATTER,2,2,2,0.0892993587321112,1.0,0.11016459168530905,-0.17227269455347868
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2022_2024,CALM,CALM,47,29,28,-0.0023986823272283,0.44680851063829785,0.0310830718594246,-0.0511681550458995
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2022_2024,CALM,DRIFT,35,23,22,0.027997986585708,0.6571428571428571,0.0618878001312852,-0.0361474010996718
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2022_2024,CALM,RUSH,1,1,1,0.1158454625311926,1.0,0.1735772645669215,-0.014012057846877
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2022_2024,CALM,SCATTER,3,2,3,-0.0549770432642391,0.3333333333333333,0.0290112765536272,-0.0551827459414066
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2022_2024,DRIFT,CALM,8,7,6,-0.01166716543863265,0.5,0.033052202861358654,-0.05064036697716085
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2022_2024,DRIFT,DRIFT,34,30,22,0.0076341451683164495,0.5882352941176471,0.04765212478547785,-0.03863518360089515
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2022_2024,DRIFT,RUSH,11,8,9,0.0089751154089403,0.6363636363636364,0.0467659762328438,-0.0221477617442655
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2022_2024,DRIFT,SCATTER,1,1,1,-0.0626326608885406,0.0,0.0258089825338985,-0.0825308121801025
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2022_2024,SCATTER,CALM,11,10,7,0.0245860900589649,0.9090909090909091,0.0734823173803131,-0.0239712709435889
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2022_2024,SCATTER,DRIFT,3,3,1,0.018792843422589,0.6666666666666666,0.0461093093829128,-0.0494184262195701
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2022_2024,SCATTER,RUSH,5,5,3,0.1316785880247668,0.6,0.134237732749987,-0.0922312439640071
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2022_2024,SCATTER,SCATTER,10,5,8,0.01146653676644845,0.6,0.05172989565231695,-0.05582852025996255
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2025_2026,CALM,CALM,32,20,23,0.01166517676308015,0.5625,0.0716552217618288,-0.0491537478589887
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2025_2026,CALM,DRIFT,30,26,19,0.021253078985445,0.6666666666666666,0.0705121339877394,-0.03243925837457535
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2025_2026,CALM,RUSH,9,9,6,-0.0311056383243146,0.3333333333333333,0.0498063867367619,-0.0616303005460692
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2025_2026,CALM,SCATTER,6,6,6,0.07344363797263326,0.8333333333333334,0.09281192928282839,-0.023723757775684348
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2025_2026,DRIFT,RUSH,3,3,2,-0.0100419319008197,0.0,0.0423286687179749,-0.0338120768155325
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2025_2026,SCATTER,CALM,5,5,2,0.0131673409735448,0.6,0.0488484965054911,-0.0592220137482409
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2025_2026,SCATTER,DRIFT,2,2,2,0.06052763368889105,1.0,0.08077375266803474,-0.05557189457470994
PRIMARY,STAGE_ENTRY_RUSH,21,ERA_2025_2026,SCATTER,RUSH,1,1,1,-0.0290011481852724,0.0,0.0213027966877243,-0.0852114383382685
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2013_2015,CALM,CALM,30,22,23,0.0214923753228284,0.6,0.045917417902781504,-0.05086579672416695
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2013_2015,CALM,DRIFT,50,28,26,0.0121308218534198,0.62,0.05693599176311595,-0.04431084444884835
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2013_2015,CALM,RUSH,7,6,5,-0.0537384994847505,0.0,0.019468421394821,-0.0699529222078341
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2013_2015,CALM,SCATTER,2,2,2,-0.023733691263839802,0.5,0.0787824745184462,-0.08749896815969191
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2013_2015,SCATTER,CALM,18,15,16,0.0630246625484295,0.7222222222222222,0.07525355078340555,-0.030297145509372597
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2013_2015,SCATTER,DRIFT,7,7,4,-0.0136226141652516,0.42857142857142855,0.0187997687196463,-0.0676827902071693
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2013_2015,SCATTER,RUSH,1,1,1,0.0955114956218883,1.0,0.1206001785654309,-0.000897316986024
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2013_2015,SCATTER,SCATTER,8,7,7,0.02380790133554065,0.625,0.04665112314012175,-0.03841423001009525
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2016_2018,CALM,CALM,35,22,24,0.0326654689203445,0.6285714285714286,0.0605093371898226,-0.0297310305811475
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2016_2018,CALM,DRIFT,53,34,31,0.0110482609071309,0.5660377358490566,0.0556820737295562,-0.0443779070107506
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2016_2018,CALM,RUSH,11,9,8,0.0669468698854933,0.7272727272727273,0.0926294719911318,-0.0356201694661518
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2016_2018,CALM,SCATTER,6,6,6,0.0069680687191139,0.5,0.04129461059837075,-0.03433528391268735
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2016_2018,DRIFT,CALM,10,10,8,0.0646350737915737,0.8,0.07575810293960064,-0.020225706826553
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2016_2018,DRIFT,DRIFT,58,33,31,0.04044451857349235,0.7758620689655172,0.0766600902431551,-0.035920479383816845
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2016_2018,DRIFT,RUSH,24,20,13,0.0086563001091752,0.5416666666666666,0.04084492160015114,-0.05966380837558265
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2016_2018,DRIFT,SCATTER,2,2,2,0.01487299740866705,0.5,0.03835993139290955,-0.01958312667214535
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2016_2018,SCATTER,CALM,8,6,7,0.02280735134378715,0.5,0.0728874162702868,-0.03032363314224755
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2016_2018,SCATTER,DRIFT,3,3,3,-0.0024996985081269,0.3333333333333333,0.0380684590809896,-0.0629543695692813
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2016_2018,SCATTER,RUSH,2,2,1,0.0249111530815683,1.0,0.0401089862579494,-0.02752774859062925
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2016_2018,SCATTER,SCATTER,2,2,2,0.05796968856378,1.0,0.08262572373958696,-0.0838681457939801
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2019_2021,CALM,CALM,43,25,30,0.0343591549427884,0.6511627906976745,0.0675234464331562,-0.0509380667167311
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2019_2021,CALM,DRIFT,59,34,32,0.0189598717053822,0.5932203389830508,0.0595497005719436,-0.0560273768679943
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2019_2021,CALM,RUSH,8,7,7,-0.0076861899633001995,0.375,0.07915445812146746,-0.0207605248649537
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2019_2021,CALM,SCATTER,4,3,4,0.07668633207152681,1.0,0.09533578522702474,-0.02216626784132745
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2019_2021,DRIFT,CALM,19,14,14,-0.0095741804753759,0.47368421052631576,0.0504118654660898,-0.0532134076664627
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2019_2021,DRIFT,DRIFT,46,28,26,0.014623794616649151,0.5434782608695652,0.0509725548253007,-0.07410612961718975
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2019_2021,DRIFT,RUSH,9,8,8,0.0067027827878123,0.5555555555555556,0.0542088134014246,-0.1146183810077736
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2019_2021,RUSH,CALM,1,1,1,0.0053377713453908,1.0,0.0523127915280976,-0.015569430819612
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2019_2021,SCATTER,CALM,8,8,4,0.0878642763580249,0.875,0.14731978738246226,-0.039449654445108395
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2019_2021,SCATTER,DRIFT,3,3,2,0.063118118699307,1.0,0.0866468590576565,-0.0066528367611072
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2019_2021,SCATTER,SCATTER,2,2,2,0.5246029092613682,1.0,0.6925315673453856,-0.17227269455347868
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2022_2024,CALM,CALM,47,29,28,0.0128385896781926,0.574468085106383,0.0575269401597482,-0.0588936123253038
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2022_2024,CALM,DRIFT,35,23,22,0.0208879949593649,0.6571428571428571,0.0813406777944789,-0.048400978466449
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2022_2024,CALM,RUSH,1,1,1,0.2931188608274047,1.0,0.3272539453514633,-0.014012057846877
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2022_2024,CALM,SCATTER,3,2,3,0.0307532159590278,0.6666666666666666,0.036170370307236,-0.0626722625921554
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2022_2024,DRIFT,CALM,8,7,6,-0.02038179503347375,0.375,0.042287987507702546,-0.08375675986429884
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2022_2024,DRIFT,DRIFT,34,30,22,0.027769248651232252,0.6764705882352942,0.0711439709813254,-0.05322176382960615
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2022_2024,DRIFT,RUSH,11,8,9,0.064990033951477,0.9090909090909091,0.086904306869908,-0.0357066307484564
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2022_2024,DRIFT,SCATTER,1,1,1,-0.1197519301834952,0.0,0.0258089825338985,-0.1382923938394438
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2022_2024,SCATTER,CALM,11,10,7,0.0819960145861991,0.8181818181818182,0.1321195703485713,-0.0367777665924656
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2022_2024,SCATTER,DRIFT,3,3,1,0.1248920565499478,1.0,0.130066353183879,-0.0494184262195701
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2022_2024,SCATTER,RUSH,5,5,3,-0.197833683493067,0.2,0.1511451419810521,-0.2257467807670952
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2022_2024,SCATTER,SCATTER,10,5,8,-0.0083112464233282,0.5,0.07512327925279036,-0.0858155986980925
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2025_2026,CALM,CALM,30,19,21,0.03343546467839205,0.6,0.0754074743320598,-0.0606913955481798
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2025_2026,CALM,DRIFT,30,26,19,0.01879980830743355,0.5333333333333333,0.09368292780966095,-0.0392533097885851
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2025_2026,CALM,RUSH,9,9,6,-0.0334445461429109,0.3333333333333333,0.0498063867367619,-0.1200700606194754
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2025_2026,CALM,SCATTER,5,5,5,0.1338484546656591,0.6,0.150753354337142,-0.0257368086635739
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2025_2026,DRIFT,RUSH,3,3,2,-0.0284484257646974,0.0,0.0423286687179749,-0.0746059067728996
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2025_2026,SCATTER,CALM,5,5,2,-0.0091269912130163,0.4,0.0505604935382566,-0.0592220137482409
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2025_2026,SCATTER,DRIFT,2,2,2,0.057056154587983195,0.5,0.09029933920017624,-0.05557189457470994
PRIMARY,STAGE_ENTRY_RUSH,40,ERA_2025_2026,SCATTER,RUSH,1,1,1,-0.0421977787025071,0.0,0.0213027966877243,-0.0852114383382685
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2013_2015,CALM,CALM,30,22,23,0.0123023209661844,0.5666666666666667,0.061085913236583245,-0.05450046953367185
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2013_2015,CALM,DRIFT,50,28,26,0.05357956360410075,0.74,0.0803185674798073,-0.0491801723156388
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2013_2015,CALM,RUSH,7,6,5,-0.070696864782999,0.14285714285714285,0.019468421394821,-0.1133795328901023
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2013_2015,CALM,SCATTER,2,2,2,0.019447301235739952,0.5,0.0891950204074998,-0.08749896815969191
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2013_2015,SCATTER,CALM,18,15,16,0.09155020612883491,0.8333333333333334,0.1141353228973479,-0.030297145509372597
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2013_2015,SCATTER,DRIFT,7,7,4,0.0305424524498281,0.7142857142857143,0.0528864452144097,-0.0676827902071693
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2013_2015,SCATTER,RUSH,1,1,1,0.0488628526416352,1.0,0.1358551319572458,-0.000897316986024
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2013_2015,SCATTER,SCATTER,8,7,7,0.0236701636176963,0.75,0.052754989278616604,-0.03841423001009525
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2016_2018,CALM,CALM,35,22,24,0.0362160932706301,0.6571428571428571,0.096546568549922,-0.0297310305811475
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2016_2018,CALM,DRIFT,53,34,31,0.04687674391289,0.6792452830188679,0.0762750906200488,-0.058380566393826
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2016_2018,CALM,RUSH,11,9,8,0.083691573677217,0.7272727272727273,0.0996002268059712,-0.0356201694661518
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2016_2018,CALM,SCATTER,6,6,6,0.0342209004603756,0.6666666666666666,0.052449833649730854,-0.036537090898326754
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2016_2018,DRIFT,CALM,10,10,8,0.03595392546800815,0.7,0.09252498070336149,-0.020225706826553
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2016_2018,DRIFT,DRIFT,58,33,31,0.0489635323226732,0.6724137931034483,0.0999804068629345,-0.04192828629467355
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2016_2018,DRIFT,RUSH,24,20,13,0.0381713428873247,0.6666666666666666,0.08934866912468514,-0.05966380837558265
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2016_2018,DRIFT,SCATTER,2,2,2,0.08046289028648675,1.0,0.0836194937768565,-0.01958312667214535
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2016_2018,SCATTER,CALM,8,6,7,0.036500397685815,0.625,0.0728874162702868,-0.03032363314224755
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2016_2018,SCATTER,DRIFT,3,3,3,0.0280349172422718,0.6666666666666666,0.0380684590809896,-0.0629543695692813
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2016_2018,SCATTER,RUSH,2,2,1,0.04322501450731135,1.0,0.05371521518839435,-0.02752774859062925
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2016_2018,SCATTER,SCATTER,2,2,2,0.2094674818170767,1.0,0.2388972957153318,-0.0838681457939801
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2019_2021,CALM,CALM,43,25,30,0.0053453295795864,0.5116279069767442,0.086017514343698,-0.0749838015602789
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2019_2021,CALM,DRIFT,59,34,32,0.0346645882336631,0.576271186440678,0.0773754643871607,-0.0624748072948739
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2019_2021,CALM,RUSH,8,7,7,0.07169865457109845,0.875,0.0975323392931412,-0.0207605248649537
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2019_2021,CALM,SCATTER,4,3,4,0.108849016966096,1.0,0.1375196448657858,-0.02216626784132745
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2019_2021,DRIFT,CALM,19,14,14,0.0582148156111475,0.5789473684210527,0.1111752613901619,-0.0532134076664627
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2019_2021,DRIFT,DRIFT,46,28,26,0.00951960589391515,0.5869565217391305,0.06656107057774525,-0.08155810194009849
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2019_2021,DRIFT,RUSH,9,8,8,-0.000792447967276,0.4444444444444444,0.0542088134014246,-0.1200377632163542
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2019_2021,RUSH,CALM,1,1,1,0.0611655902447285,1.0,0.0675527637724864,-0.015569430819612
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2019_2021,SCATTER,CALM,8,8,4,0.12251390843567855,0.75,0.20135236084192681,-0.0501501239993241
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2019_2021,SCATTER,DRIFT,3,3,2,0.0909807226083614,1.0,0.1021258905721556,-0.0066528367611072
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2019_2021,SCATTER,SCATTER,2,2,2,0.7584762501563986,1.0,0.9319761385960635,-0.17227269455347868
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2022_2024,CALM,CALM,47,29,28,0.0182067217709422,0.574468085106383,0.098726934291581,-0.066457458320956
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2022_2024,CALM,DRIFT,35,23,22,0.0636665100097242,0.6571428571428571,0.0964199030809254,-0.0550771416236557
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2022_2024,CALM,RUSH,1,1,1,0.1605939595597882,1.0,0.3272539453514633,-0.014012057846877
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2022_2024,CALM,SCATTER,3,2,3,0.0308308662647374,0.6666666666666666,0.0570896636752291,-0.0626722625921554
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2022_2024,DRIFT,CALM,8,7,6,-0.037761053555527155,0.375,0.056804600963933805,-0.11695362771195245
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2022_2024,DRIFT,DRIFT,34,30,22,0.02560833342701935,0.6470588235294118,0.10901836568379035,-0.0605447414632335
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2022_2024,DRIFT,RUSH,11,8,9,0.1328104862756147,0.9090909090909091,0.1554913116732859,-0.0357066307484564
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2022_2024,DRIFT,SCATTER,1,1,1,-0.0919881936538321,0.0,0.0258089825338985,-0.1518231837965803
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2022_2024,SCATTER,CALM,11,10,7,0.1501419853753642,0.9090909090909091,0.1916336277882693,-0.038442765606074
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2022_2024,SCATTER,DRIFT,3,3,1,0.3479517094176418,1.0,0.3703795278953712,-0.0494184262195701
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2022_2024,SCATTER,RUSH,5,5,3,-0.1210246205625522,0.2,0.1851019647533398,-0.2463450617331418
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2022_2024,SCATTER,SCATTER,10,5,8,0.012148441265141,0.6,0.0934394749590696,-0.0909121857982341
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2025_2026,CALM,CALM,30,19,21,0.05588826607975665,0.6,0.10309871037549351,-0.0639317239996555
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2025_2026,CALM,DRIFT,29,26,18,0.0161533685669075,0.5172413793103449,0.1001408091763775,-0.0768130472428989
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2025_2026,CALM,RUSH,7,7,5,-0.0737420434648227,0.42857142857142855,0.0961666196939332,-0.1429227333123776
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2025_2026,CALM,SCATTER,5,5,5,0.1356479062278095,0.6,0.2042276571539838,-0.0257368086635739
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2025_2026,DRIFT,RUSH,3,3,2,0.0044442928341343,0.6666666666666666,0.0423286687179749,-0.0746059067728996
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2025_2026,SCATTER,CALM,5,5,2,-0.0463189265852345,0.4,0.0536921348929195,-0.0654126447743745
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2025_2026,SCATTER,DRIFT,2,2,2,0.0637085856062519,1.0,0.10109372784800615,-0.05557189457470994
PRIMARY,STAGE_ENTRY_RUSH,60,ERA_2025_2026,SCATTER,RUSH,1,1,1,-0.0223611522749266,0.0,0.0213027966877243,-0.0852114383382685
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2013_2015,CALM,CALM,30,22,23,0.024492476124063002,0.6333333333333333,0.06316574050308921,-0.05450046953367185
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2013_2015,CALM,DRIFT,50,28,26,0.04072151956371345,0.74,0.08617843096182815,-0.0491801723156388
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2013_2015,CALM,RUSH,7,6,5,-0.0548836996893915,0.14285714285714285,0.019468421394821,-0.1133795328901023
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2013_2015,CALM,SCATTER,2,2,2,0.0517821252600012,1.0,0.09161814383663275,-0.0881518690195982
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2013_2015,SCATTER,CALM,18,15,16,0.09615973596353,0.6666666666666666,0.1319660395412526,-0.030297145509372597
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2013_2015,SCATTER,DRIFT,7,7,4,0.0339646316962514,0.7142857142857143,0.0528864452144097,-0.0676827902071693
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2013_2015,SCATTER,RUSH,1,1,1,0.0514712213395014,1.0,0.1358551319572458,-0.000897316986024
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2013_2015,SCATTER,SCATTER,8,7,7,0.0209328160230688,0.625,0.052754989278616604,-0.049484812854511354
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2016_2018,CALM,CALM,35,22,24,0.026854521813171,0.6,0.096546568549922,-0.0333335616761463
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2016_2018,CALM,DRIFT,53,34,31,0.0516021226067604,0.6981132075471698,0.0763137681328982,-0.058380566393826
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2016_2018,CALM,RUSH,11,9,8,0.0727645941126562,0.8181818181818182,0.0996002268059712,-0.0356201694661518
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2016_2018,CALM,SCATTER,6,6,6,0.0256281733262365,0.6666666666666666,0.052449833649730854,-0.036537090898326754
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2016_2018,DRIFT,CALM,10,10,8,0.05235014805601375,0.7,0.09252498070336149,-0.020225706826553
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2016_2018,DRIFT,DRIFT,58,33,31,0.046740740590656304,0.6896551724137931,0.10445199584665049,-0.04192828629467355
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2016_2018,DRIFT,RUSH,24,20,13,0.0460774811652557,0.625,0.08934866912468514,-0.07138298155621606
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2016_2018,DRIFT,SCATTER,2,2,2,0.07993806092400796,1.0,0.0852646716387595,-0.01958312667214535
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2016_2018,SCATTER,CALM,8,6,7,0.02741377152242215,0.625,0.0728874162702868,-0.03032363314224755
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2016_2018,SCATTER,DRIFT,3,3,3,0.0284943567572459,0.6666666666666666,0.0380684590809896,-0.0629543695692813
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2016_2018,SCATTER,RUSH,2,2,1,0.06311292439178245,1.0,0.06986613724366325,-0.02752774859062925
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2016_2018,SCATTER,SCATTER,2,2,2,0.20157640988797187,1.0,0.24075769686634524,-0.0838681457939801
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2019_2021,CALM,CALM,43,25,30,0.0028080383051005,0.5116279069767442,0.086017514343698,-0.0758451408492165
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2019_2021,CALM,DRIFT,59,34,32,0.0361075913927706,0.6101694915254238,0.0802760998573255,-0.0698208583706802
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2019_2021,CALM,RUSH,8,7,7,0.0861158418879073,0.875,0.10860501867330305,-0.0207605248649537
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2019_2021,CALM,SCATTER,4,3,4,0.1144723717129314,1.0,0.13993002246555486,-0.02216626784132745
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2019_2021,DRIFT,CALM,19,14,14,0.0510477084711473,0.6842105263157895,0.1318419698837236,-0.0532134076664627
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2019_2021,DRIFT,DRIFT,46,28,26,0.01531416255307445,0.5652173913043478,0.07786125298537436,-0.08537242779771981
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2019_2021,DRIFT,RUSH,9,8,8,0.0037961271665007,0.5555555555555556,0.0542088134014246,-0.1200377632163542
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2019_2021,RUSH,CALM,1,1,1,0.0462322807479889,1.0,0.0718708039352691,-0.015569430819612
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2019_2021,SCATTER,CALM,8,8,4,0.0946851993704941,0.75,0.20135236084192681,-0.0501501239993241
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2019_2021,SCATTER,DRIFT,3,3,2,0.1015066321020159,1.0,0.1025385694369274,-0.0066528367611072
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2019_2021,SCATTER,SCATTER,2,2,2,0.8545844414294447,1.0,1.0290623165019115,-0.17227269455347868
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2022_2024,CALM,CALM,47,29,28,0.0254625673782695,0.574468085106383,0.098726934291581,-0.066457458320956
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2022_2024,CALM,DRIFT,35,23,22,0.0622395613052955,0.6571428571428571,0.1056887118840261,-0.0550771416236557
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2022_2024,CALM,RUSH,1,1,1,0.2205456086374382,1.0,0.3272539453514633,-0.014012057846877
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2022_2024,CALM,SCATTER,3,2,3,0.0486869076461038,0.6666666666666666,0.0570896636752291,-0.0626722625921554
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2022_2024,DRIFT,CALM,8,7,6,-0.06432807876581695,0.25,0.056804600963933805,-0.1257070285092092
PRIMARY,STAGE_ENTRY_RUSH,63,ERA_2022_2024,DRIFT,DRIFT,34,30,22,0.0292536993690415,0.6470588235294118,0.11451464795533026,-0.0605447414632335
